year,season,month,week_number,week_day,hour,working_day,holiday,weather_situation,temp,apparent_temp,humidity,windspeed,registered_user_rides,casual_user_rides,total_rides
0,1,1,1,1,8,1,0,1,-1.42,-8.0008,50.0,19.0012,153,1,154
0,1,1,1,1,9,1,0,1,-0.48,-6.9976,43.0,26.0027,81,7,88
0,1,1,1,1,10,1,0,1,0.46,-4.9978,43.0,16.9979,33,11,44
0,1,1,1,1,11,1,0,1,1.4,-4.0012,40.0,22.0028,41,10,51
0,1,1,1,1,12,1,0,1,2.34,-2.0014,35.0,19.9995,48,13,61
0,1,1,1,1,13,1,0,1,3.28,-2.0014,35.0,19.0012,53,8,61
0,1,1,1,1,14,1,0,1,4.22,-0.0016,30.0,19.0012,66,11,77
0,1,1,1,1,15,1,0,1,4.22,-0.0016,30.0,16.9979,58,14,72
0,1,1,1,1,16,1,0,1,4.22,-0.0016,30.0,16.9979,67,9,76
0,1,1,1,1,17,1,0,1,3.28,-0.9982,30.0,15.0013,146,11,157
0,1,1,1,1,18,1,0,1,3.28,1.0016,32.0,7.0015,148,9,157
0,1,1,1,1,19,1,0,1,1.4,1.0016,47.0,0.0,102,8,110
0,1,1,1,1,20,1,0,1,1.4,-0.9982,47.0,7.0015,49,3,52
0,1,1,1,1,21,1,0,1,0.46,-2.998,64.0,8.9981,49,3,52
0,1,1,1,1,22,1,0,1,-1.42,-6.001,69.0,8.9981,20,0,20
0,1,1,1,1,23,1,0,1,0.46,-2.0014,55.0,7.0015,11,1,12
0,1,1,1,2,0,1,0,1,-0.48,-4.0012,55.0,7.0015,5,0,5
0,1,1,1,2,1,1,0,1,-0.48,-4.0012,59.0,7.0015,2,0,2
0,1,1,1,2,2,1,0,1,-1.42,-6.001,63.0,8.9981,1,0,1
0,1,1,1,2,4,1,0,1,-1.42,-4.0012,63.0,6.0032,2,0,2
0,1,1,1,2,5,1,0,1,-2.36,-6.001,68.0,7.0015,4,0,4
0,1,1,1,2,6,1,0,1,-2.36,-6.001,74.0,7.0015,36,0,36
0,1,1,1,2,7,1,0,1,-2.36,-6.001,74.0,8.9981,92,2,94
0,1,1,1,2,8,1,0,1,-1.42,-6.001,69.0,11.0014,177,2,179
0,1,1,1,2,9,1,0,1,-0.48,-6.001,64.0,15.0013,98,2,100
0,1,1,1,2,10,1,0,2,-0.48,-6.9976,69.0,22.0028,37,5,42
0,1,1,1,2,11,1,0,1,2.34,-2.0014,51.0,19.9995,50,7,57
0,1,1,1,2,12,1,0,1,2.34,-0.9982,51.0,11.0014,66,12,78
0,1,1,1,2,13,1,0,1,3.28,-0.9982,56.0,12.998,79,18,97
0,1,1,1,2,14,1,0,1,4.22,1.0016,52.0,15.0013,54,9,63
0,1,1,1,2,15,1,0,1,5.16,1.9982,52.0,16.9979,48,17,65
0,1,1,1,2,16,1,0,1,6.1,3.0014,49.0,16.9979,68,15,83
0,1,1,1,2,17,1,0,1,5.16,1.9982,48.0,15.0013,202,10,212
0,1,1,1,2,18,1,0,1,4.22,1.0016,48.0,12.998,179,3,182
0,1,1,1,2,19,1,0,1,3.28,1.0016,48.0,7.0015,110,2,112
0,1,1,1,2,20,1,0,1,3.28,1.0016,48.0,7.0015,53,1,54
0,1,1,1,2,21,1,0,1,2.34,1.9982,64.0,0.0,48,0,48
0,1,1,1,2,22,1,0,1,2.34,1.0016,64.0,6.0032,34,1,35
0,1,1,1,2,23,1,0,1,1.4,-0.9982,69.0,6.0032,9,2,11
0,1,1,1,3,0,1,0,1,1.4,1.0016,64.0,0.0,6,0,6
0,1,1,1,3,1,1,0,1,-0.48,-2.998,74.0,6.0032,6,0,6
0,1,1,1,3,2,1,0,1,-0.48,-2.998,74.0,6.0032,2,0,2
0,1,1,1,3,4,1,0,1,3.28,-0.9982,48.0,15.0013,2,0,2
0,1,1,1,3,5,1,0,1,2.34,-0.9982,47.0,11.0014,3,0,3
0,1,1,1,3,6,1,0,1,1.4,-2.998,47.0,15.0013,33,0,33
0,1,1,1,3,7,1,0,1,0.46,-4.0012,43.0,12.998,87,1,88
0,1,1,1,3,8,1,0,1,1.4,-4.0012,40.0,19.9995,192,3,195
0,1,1,1,3,9,1,0,1,2.34,-2.998,37.0,22.0028,109,6,115
0,1,1,1,3,10,1,0,1,2.34,-2.998,37.0,22.0028,53,4,57
0,1,1,1,3,11,1,0,1,4.22,-0.9982,33.0,22.0028,34,12,46
0,1,1,1,3,12,1,0,1,4.22,-0.9982,33.0,22.0028,74,5,79
0,1,1,1,3,13,1,0,1,5.16,1.0016,30.0,19.9995,65,6,71
0,1,1,1,3,14,1,0,1,6.1,3.0014,28.0,12.998,52,10,62
0,1,1,1,3,15,1,0,1,6.1,3.0014,28.0,12.998,55,7,62
0,1,1,1,3,16,1,0,1,6.1,5.0012,28.0,6.0032,85,4,89
0,1,1,1,3,17,1,0,1,3.28,-0.9982,38.0,12.998,186,4,190
0,1,1,1,3,18,1,0,1,3.28,-0.0016,38.0,8.9981,166,3,169
0,1,1,1,3,19,1,0,1,3.28,1.0016,38.0,7.0015,127,5,132
0,1,1,1,3,20,1,0,1,2.34,-0.9982,47.0,11.0014,82,7,89
0,1,1,1,3,21,1,0,1,1.4,-2.998,51.0,12.998,40,3,43
0,1,1,1,3,22,1,0,1,0.46,-2.998,55.0,8.9981,41,1,42
0,1,1,1,3,23,1,0,1,1.4,1.0016,47.0,0.0,18,1,19
0,1,1,1,4,0,1,0,1,0.46,-0.0016,55.0,0.0,11,0,11
0,1,1,1,4,1,1,0,1,-0.48,-0.9982,64.0,0.0,4,0,4
0,1,1,1,4,2,1,0,1,-0.48,-0.9982,64.0,0.0,2,0,2
0,1,1,1,4,4,1,0,2,-0.48,-2.998,64.0,6.0032,1,0,1
0,1,1,1,4,5,1,0,2,-1.42,-4.0012,69.0,6.0032,4,0,4
0,1,1,1,4,6,1,0,2,-1.42,-4.9978,63.0,7.0015,36,0,36
0,1,1,1,4,7,1,0,2,-0.48,-0.9982,59.0,0.0,95,0,95
0,1,1,1,4,8,1,0,1,-0.48,-0.9982,59.0,0.0,216,3,219
0,1,1,1,4,9,1,0,2,0.46,-0.0016,51.0,0.0,116,6,122
0,1,1,1,4,10,1,0,1,1.4,1.0016,47.0,0.0,42,3,45
0,1,1,1,4,11,1,0,1,2.34,1.0016,44.0,6.0032,57,2,59
0,1,1,1,4,12,1,0,1,4.22,3.0014,35.0,0.0,78,6,84
0,1,1,1,4,13,1,0,1,4.22,1.9982,35.0,7.0015,55,12,67
0,1,1,1,4,14,1,0,1,5.16,1.9982,36.0,11.0014,59,11,70
0,1,1,1,4,15,1,0,1,5.16,1.9982,36.0,0.0,54,8,62
0,1,1,1,4,16,1,0,1,4.22,1.0016,38.0,11.0014,74,12,86
0,1,1,1,4,17,1,0,1,2.34,-0.9982,51.0,11.0014,163,9,172
0,1,1,1,4,18,1,0,1,2.34,-0.9982,51.0,8.9981,158,5,163
0,1,1,1,4,19,1,0,1,2.34,1.0016,55.0,6.0032,109,3,112
0,1,1,1,4,20,1,0,1,1.4,-2.0014,51.0,11.0014,66,3,69
0,1,1,1,4,21,1,0,2,2.34,-2.0014,55.0,15.0013,48,0,48
0,1,1,1,4,22,1,0,2,2.34,-2.0014,51.0,19.0012,51,1,52
0,1,1,1,4,23,1,0,2,1.4,-2.998,59.0,12.998,19,4,23
0,1,1,1,5,0,1,0,2,1.4,-2.998,64.0,12.998,13,4,17
0,1,1,1,5,1,1,0,2,1.4,-2.998,69.0,15.0013,5,2,7
0,1,1,1,5,2,1,0,2,1.4,-2.998,69.0,15.0013,1,0,1
0,1,1,1,5,4,1,0,2,1.4,-2.0014,69.0,8.9981,1,0,1
0,1,1,1,5,5,1,0,3,2.34,1.9982,55.0,0.0,5,0,5
0,1,1,1,5,6,1,0,2,1.4,1.0016,69.0,0.0,26,8,34
0,1,1,1,5,7,1,0,1,1.4,-2.0014,69.0,8.9981,76,8,84
0,1,1,1,5,8,1,0,1,1.4,-2.998,51.0,16.9979,190,20,210
0,1,1,1,5,9,1,0,1,1.4,-4.0012,47.0,19.9995,125,9,134
0,1,1,1,5,10,1,0,1,2.34,-2.998,37.0,22.0028,47,16,63
0,1,1,1,5,11,1,0,2,1.4,-2.998,40.0,15.0013,48,19,67
0,1,1,1,5,12,1,0,2,1.4,-2.998,37.0,16.9979,50,9,59
0,1,1,1,5,13,1,0,2,1.4,-4.0012,37.0,19.0012,64,9,73
0,1,1,1,5,14,1,0,2,1.4,-2.998,40.0,16.9979,43,7,50
0,1,1,1,5,15,1,0,2,1.4,-2.0014,37.0,11.0014,63,9,72
0,1,1,1,5,16,1,0,2,1.4,-2.0014,37.0,11.0014,82,5,87
0,1,1,1,5,17,1,0,2,1.4,1.0016,37.0,0.0,178,9,187
0,1,1,1,5,18,1,0,1,1.4,-0.9982,40.0,6.0032,116,7,123
0,1,1,1,5,19,1,0,1,-0.48,-2.998,55.0,6.0032,92,3,95
0,1,1,1,5,20,1,0,1,0.46,-2.0014,47.0,7.0015,50,1,51
0,1,1,1,5,21,1,0,1,0.46,-2.998,47.0,8.9981,39,0,39
0,1,1,1,5,22,1,0,2,0.46,-2.998,43.0,11.0014,34,2,36
0,1,1,1,5,23,1,0,2,0.46,-2.998,51.0,11.0014,14,1,15
0,1,1,1,6,0,0,0,2,0.46,-2.998,51.0,11.0014,24,1,25
0,1,1,1,6,1,0,0,2,0.46,-2.0014,55.0,6.0032,15,1,16
0,1,1,1,6,2,0,0,2,0.46,-0.0016,55.0,0.0,13,3,16
0,1,1,1,6,3,0,0,3,0.46,-2.998,55.0,11.0014,7,0,7
0,1,1,1,6,4,0,0,3,0.46,-2.998,55.0,11.0014,1,0,1
0,1,1,1,6,5,0,0,2,-0.48,-4.9978,74.0,11.0014,5,0,5
0,1,1,1,6,6,0,0,2,-0.48,-4.9978,74.0,11.0014,2,0,2
0,1,1,1,6,7,0,0,2,-0.48,-4.0012,74.0,7.0015,8,1,9
0,1,1,1,6,8,0,0,3,-0.48,-4.0012,93.0,7.0015,15,0,15
0,1,1,1,6,9,0,0,3,-0.48,-4.0012,93.0,7.0015,20,0,20
0,1,1,1,6,10,0,0,2,0.46,-2.998,80.0,11.0014,56,5,61
0,1,1,1,6,11,0,0,2,1.4,-4.0012,69.0,26.0027,60,2,62
0,1,1,1,6,12,0,0,2,1.4,-4.0012,59.0,23.9994,90,8,98
0,1,1,1,6,13,0,0,1,1.4,-4.0012,44.0,22.0028,95,7,102
0,1,1,1,6,14,0,0,1,1.4,-4.9978,32.0,32.9975,83,12,95
0,1,1,1,6,15,0,0,1,1.4,-4.9978,32.0,30.0026,69,5,74
0,1,1,1,6,16,0,0,1,0.46,-6.9976,29.0,30.0026,68,8,76
0,1,1,1,6,17,0,0,1,-0.48,-8.0008,37.0,36.9974,64,5,69
0,1,1,1,6,18,0,0,1,-1.42,-8.0008,39.0,19.9995,52,3,55
0,1,1,1,6,19,0,0,1,-1.42,-8.0008,36.0,16.9979,26,4,30
0,1,1,1,6,20,0,0,1,-2.36,-8.0008,36.0,16.9979,28,0,28
0,1,1,1,6,21,0,0,1,-2.36,-8.9974,39.0,23.9994,35,2,37
0,1,1,1,6,22,0,0,1,-2.36,-8.9974,36.0,26.0027,33,1,34
0,1,1,1,6,23,0,0,1,-3.3,-12.0004,39.0,30.0026,22,0,22
0,1,1,1,0,0,0,0,1,-3.3,-10.9972,42.0,26.0027,24,1,25
0,1,1,1,0,1,0,0,1,-3.3,-12.0004,42.0,31.0009,12,0,12
0,1,1,1,0,2,0,0,1,-3.3,-12.0004,46.0,31.0009,11,0,11
0,1,1,1,0,3,0,0,1,-3.3,-10.9972,46.0,27.9993,4,0,4
0,1,1,1,0,4,0,0,1,-4.24,-10.0006,53.0,12.998,1,0,1
0,1,1,1,0,5,0,0,1,-4.24,-10.0006,53.0,12.998,1,0,1
0,1,1,1,0,6,0,0,1,-3.3,-10.0006,49.0,19.0012,1,0,1
0,1,1,1,0,7,0,0,1,-4.24,-10.0006,53.0,12.998,5,1,6
0,1,1,1,0,8,0,0,1,-3.3,-10.0006,49.0,19.0012,10,0,10
0,1,1,1,0,9,0,0,1,-2.36,-10.9972,46.0,35.0008,19,0,19
0,1,1,1,0,10,0,0,1,-1.42,-8.9974,43.0,26.0027,49,0,49
0,1,1,1,0,11,0,0,1,-0.48,-8.0008,40.0,35.0008,47,2,49
0,1,1,1,0,12,0,0,1,0.46,-6.9976,37.0,30.0026,79,4,83
0,1,1,1,0,13,0,0,1,1.4,-4.9978,34.0,30.0026,69,6,75
0,1,1,1,0,14,0,0,1,2.34,-4.0012,32.0,31.0009,64,8,72
0,1,1,1,0,15,0,0,1,2.34,-2.998,35.0,23.9994,77,5,82
0,1,1,1,0,16,0,0,1,1.4,-4.9978,34.0,30.0026,79,13,92
0,1,1,1,0,17,0,0,1,0.46,-6.001,37.0,26.0027,59,3,62
0,1,1,1,0,18,0,0,1,-0.48,-6.9976,40.0,22.0028,44,4,48
0,1,1,1,0,19,0,0,1,-0.48,-6.9976,43.0,22.0028,40,1,41
0,1,1,1,0,20,0,0,1,-1.42,-8.0008,46.0,16.9979,38,0,38
0,1,1,1,0,21,0,0,1,-1.42,-8.9974,46.0,27.9993,19,1,20
0,1,1,1,0,22,0,0,1,-1.42,-8.0008,46.0,19.9995,10,5,15
0,1,1,1,0,23,0,0,1,-2.36,-6.9976,50.0,12.998,6,0,6
0,1,1,2,1,0,1,0,1,-2.36,-8.0008,50.0,19.0012,3,2,5
0,1,1,2,1,1,1,0,1,-2.36,-8.0008,50.0,19.0012,0,1,1
0,1,1,2,1,2,1,0,1,-2.36,-8.0008,50.0,15.0013,3,0,3
0,1,1,2,1,3,1,0,1,-2.36,-8.0008,50.0,15.0013,1,0,1
0,1,1,2,1,4,1,0,1,-3.3,-8.0008,54.0,8.9981,2,1,3
0,1,1,2,1,5,1,0,1,-3.3,-8.9974,54.0,16.9979,3,0,3
0,1,1,2,1,6,1,0,1,-2.36,-8.0008,50.0,19.0012,31,0,31
0,1,1,2,1,7,1,0,1,-2.36,-8.0008,50.0,15.0013,75,2,77
0,1,1,2,1,8,1,0,2,-2.36,-8.0008,50.0,19.0012,184,4,188
0,1,1,2,1,9,1,0,2,-1.42,-8.0008,50.0,16.9979,92,2,94
0,1,1,2,1,10,1,0,2,-1.42,-8.0008,50.0,19.9995,31,0,31
0,1,1,2,1,11,1,0,2,-0.48,-6.9976,47.0,19.0012,28,2,30
0,1,1,2,1,12,1,0,2,1.4,-4.0012,40.0,19.0012,47,5,52
0,1,1,2,1,13,1,0,2,1.4,-4.0012,40.0,19.0012,50,4,54
0,1,1,2,1,14,1,0,2,1.4,-2.998,40.0,15.0013,47,0,47
0,1,1,2,1,15,1,0,2,1.4,-2.998,40.0,15.0013,43,2,45
0,1,1,2,1,16,1,0,1,1.4,-2.0014,40.0,8.9981,70,4,74
0,1,1,2,1,17,1,0,1,1.4,-0.9982,40.0,7.0015,174,4,178
0,1,1,2,1,18,1,0,1,1.4,-2.998,40.0,15.0013,154,1,155
0,1,1,2,1,19,1,0,1,-0.48,-4.9978,47.0,11.0014,92,3,95
0,1,1,2,1,20,1,0,1,-0.48,-4.9978,50.0,11.0014,73,1,74
0,1,1,2,1,21,1,0,1,-1.42,-6.9976,59.0,12.998,37,1,38
0,1,1,2,1,22,1,0,1,-1.42,-6.001,59.0,11.0014,22,2,24
0,1,1,2,1,23,1,0,1,-1.42,-6.001,59.0,11.0014,18,0,18
0,1,1,2,2,0,1,0,1,-1.42,-4.9978,59.0,7.0015,10,2,12
0,1,1,2,2,1,1,0,1,-1.42,-6.001,59.0,11.0014,3,0,3
0,1,1,2,2,2,1,0,2,-0.48,-6.001,55.0,12.998,3,0,3
0,1,1,2,2,5,1,0,2,-0.48,-4.0012,55.0,8.9981,6,0,6
0,1,1,2,2,6,1,0,2,-0.48,-4.0012,55.0,8.9981,27,0,27
0,1,1,2,2,7,1,0,2,-0.48,-0.9982,55.0,0.0,97,2,99
0,1,1,2,2,8,1,0,2,0.46,-2.0014,51.0,6.0032,214,3,217
0,1,1,2,2,9,1,0,2,0.46,-2.998,51.0,11.0014,127,3,130
0,1,1,2,2,10,1,0,2,1.4,-2.0014,51.0,11.0014,51,3,54
0,1,1,2,2,11,1,0,2,1.4,-2.0014,47.0,8.9981,31,4,35
0,1,1,2,2,12,1,0,2,1.4,-0.9982,51.0,7.0015,55,2,57
0,1,1,2,2,13,1,0,2,1.4,-0.9982,59.0,6.0032,46,6,52
0,1,1,2,2,14,1,0,2,1.4,-0.9982,59.0,6.0032,60,3,63
0,1,1,2,2,15,1,0,2,-0.48,-2.998,80.0,6.0032,45,2,47
0,1,1,2,2,16,1,0,2,-0.48,-6.001,86.0,15.0013,72,4,76
0,1,1,2,2,17,1,0,2,-0.48,-6.001,86.0,15.0013,130,6,136
0,1,1,2,2,18,1,0,3,-0.48,-4.0012,93.0,7.0015,94,1,95
0,1,1,2,2,19,1,0,3,-0.48,-0.9982,93.0,0.0,51,0,51
0,1,1,2,2,20,1,0,3,-0.48,-6.001,93.0,12.998,32,0,32
0,1,1,2,2,21,1,0,3,-0.48,-2.998,86.0,6.0032,20,0,20
0,1,1,2,2,22,1,0,3,-0.48,-4.0012,93.0,7.0015,28,1,29
0,1,1,2,2,23,1,0,3,-0.48,-2.998,93.0,6.0032,18,1,19
0,1,1,2,3,0,1,0,2,-0.48,-2.998,86.0,6.0032,7,0,7
0,1,1,2,3,1,1,0,2,-0.48,-4.0012,86.0,7.0015,6,0,6
0,1,1,2,3,2,1,0,1,-1.42,-6.001,86.0,8.9981,1,0,1
0,1,1,2,3,5,1,0,1,-1.42,-6.001,86.0,11.0014,5,0,5
0,1,1,2,3,6,1,0,1,-2.36,-6.001,93.0,8.9981,16,0,16
0,1,1,2,3,7,1,0,1,-1.42,-6.001,69.0,8.9981,54,0,54
0,1,1,2,3,8,1,0,1,-0.48,-4.9978,59.0,11.0014,125,3,128
0,1,1,2,3,9,1,0,1,-0.48,-6.9976,59.0,22.0028,78,3,81
0,1,1,2,3,10,1,0,1,0.46,-4.0012,55.0,15.0013,39,0,39
0,1,1,2,3,11,1,0,1,1.4,-4.0012,51.0,26.0027,32,3,35
0,1,1,2,3,12,1,0,1,1.4,-6.001,47.0,39.0007,52,3,55
0,1,1,2,3,13,1,0,1,2.34,-2.998,44.0,23.9994,49,0,49
0,1,1,2,3,14,1,0,1,1.4,-4.0012,47.0,22.0028,44,0,44
0,1,1,2,3,15,1,0,1,1.4,-4.9978,47.0,27.9993,48,1,49
0,1,1,2,3,16,1,0,1,2.34,-2.998,44.0,22.0028,63,5,68
0,1,1,2,3,17,1,0,1,1.4,-4.0012,47.0,23.9994,139,0,139
0,1,1,2,3,18,1,0,1,1.4,-6.001,47.0,35.0008,135,2,137
0,1,1,2,3,19,1,0,1,0.46,-6.001,47.0,27.9993,82,1,83
0,1,1,2,3,20,1,0,1,-0.48,-6.9976,50.0,22.0028,54,2,56
0,1,1,2,3,21,1,0,1,-0.48,-6.9976,55.0,22.0028,57,0,57
0,1,1,2,3,22,1,0,1,-0.48,-8.0008,55.0,30.0026,32,1,33
0,1,1,2,3,23,1,0,1,-1.42,-8.9974,59.0,27.9993,19,1,20
0,1,1,2,4,0,1,0,1,-1.42,-8.0008,59.0,19.0012,6,1,7
0,1,1,2,4,1,1,0,1,-1.42,-8.0008,50.0,19.0012,2,0,2
0,1,1,2,4,2,1,0,1,-1.42,-8.0008,50.0,23.9994,2,0,2
0,1,1,2,4,3,1,0,1,-1.42,-8.0008,50.0,22.0028,3,0,3
0,1,1,2,4,4,1,0,1,-1.42,-8.0008,50.0,16.9979,4,0,4
0,1,1,2,4,5,1,0,1,-1.42,-8.0008,50.0,19.9995,3,0,3
0,1,1,2,4,6,1,0,1,-2.36,-6.001,54.0,8.9981,28,0,28
0,1,1,2,4,7,1,0,1,-2.36,-6.001,54.0,8.9981,72,0,72
0,1,1,2,4,8,1,0,1,-1.42,-6.9976,50.0,12.998,197,5,202
0,1,1,2,4,9,1,0,1,-1.42,-8.0008,50.0,22.0028,137,2,139
0,1,1,2,4,10,1,0,2,-0.48,-6.9976,50.0,23.9994,36,2,38
0,1,1,2,4,11,1,0,2,1.4,-4.9978,44.0,30.0026,33,4,37
0,1,1,2,4,12,1,0,1,1.4,-4.9978,44.0,27.9993,49,3,52
0,1,1,2,4,13,1,0,1,2.34,-2.998,41.0,30.0026,81,2,83
0,1,1,2,4,14,1,0,1,2.34,-2.998,41.0,26.0027,39,3,42
0,1,1,2,4,15,1,0,1,3.28,-2.0014,38.0,19.9995,55,5,60
0,1,1,2,4,16,1,0,1,3.28,-2.0014,38.0,23.9994,76,2,78
0,1,1,2,4,17,1,0,1,1.4,-4.0012,40.0,19.0012,158,4,162
0,1,1,2,4,18,1,0,1,1.4,-4.0012,40.0,22.0028,141,3,144
0,1,1,2,4,19,1,0,1,-0.48,-6.001,47.0,16.9979,98,1,99
0,1,1,2,4,20,1,0,1,-0.48,-6.001,47.0,15.0013,64,0,64
0,1,1,2,4,21,1,0,1,-1.42,-8.0008,46.0,19.9995,40,0,40
0,1,1,2,4,22,1,0,1,-1.42,-8.0008,46.0,22.0028,30,0,30
0,1,1,2,4,23,1,0,1,-2.36,-6.9976,50.0,12.998,14,1,15
0,1,1,2,5,0,1,0,1,-2.36,-6.9976,50.0,12.998,14,0,14
0,1,1,2,5,1,1,0,1,-3.3,-8.0008,54.0,11.0014,5,0,5
0,1,1,2,5,2,1,0,1,-3.3,-8.0008,54.0,8.9981,1,0,1
0,1,1,2,5,3,1,0,1,-3.3,-6.9976,54.0,7.0015,1,0,1
0,1,1,2,5,5,1,0,1,-3.3,-6.9976,54.0,6.0032,8,0,8
0,1,1,2,5,6,1,0,1,-3.3,-4.0012,54.0,0.0,17,0,17
0,1,1,2,5,7,1,0,1,-3.3,-8.0008,74.0,11.0014,70,0,70
0,1,1,2,5,8,1,0,1,-2.36,-4.9978,68.0,0.0,156,2,158
0,1,1,2,5,9,1,0,1,-1.42,-6.001,69.0,8.9981,117,0,117
0,1,1,2,5,10,1,0,1,0.46,-4.0012,55.0,12.998,40,4,44
0,1,1,2,5,11,1,0,1,0.46,-4.9978,51.0,19.0012,47,6,53
0,1,1,2,5,12,1,0,1,1.4,-2.998,44.0,16.9979,59,2,61
0,1,1,2,5,13,1,0,1,2.34,-2.998,37.0,26.0027,73,4,77
0,1,1,2,5,14,1,0,1,2.34,-2.0014,41.0,19.0012,59,5,64
0,1,1,2,5,15,1,0,1,3.28,-0.0016,38.0,11.0014,59,9,68
0,1,1,2,5,16,1,0,1,2.34,-0.0016,41.0,7.0015,87,3,90
0,1,1,2,5,17,1,0,1,2.34,-0.9982,41.0,11.0014,155,4,159
0,1,1,2,5,18,1,0,1,1.4,1.0016,47.0,0.0,134,5,139
0,1,1,2,5,19,1,0,1,-0.48,-2.998,59.0,6.0032,89,3,92
0,1,1,2,5,20,1,0,1,0.46,-0.0016,59.0,0.0,68,0,68
0,1,1,2,5,21,1,0,1,-0.48,-0.9982,69.0,0.0,48,4,52
0,1,1,2,5,22,1,0,2,-0.48,-0.9982,69.0,0.0,34,2,36
0,1,1,2,5,23,1,0,2,0.46,-0.0016,55.0,0.0,26,1,27
